name,critic_score,audience_score,Y,runtime,rating_G,rating_NR,rating_PG,rating_PG13,rating_R,rating_NC17,genre_action,genre_animation,genre_foreign,genre_classics,genre_comedy,genre_documentary,genre_drama,genre_horror,genre_family,genre_mystery,genre_romance,genre_fantasy,director_score,writer_score,actor_score,studio_score,in_theater,theater_spring,theater_summer,theater_fall,theater_winter,theater_year,is_wide
The Secret of the Sword1985,60%,79%,0,91,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,60,60,60.2,0,1,1,0,0,0,1985,1
Batman Vs. Robin (2015),100%,78%,1,72,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,90,100,88,0,0,0,0,0,0,NA,NA
Christmas Carol - The Movie2001,17%,48%,0,81,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,45,36,60.3,0,0,0,0,0,0,NA,NA
The Brave Little Toaster Goes to Mars1998,40%,45%,0,75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,40,63,47.85,0,1,1,0,0,0,1998,1
Heavy Metal 20002000,10%,36%,0,88,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,10,10,32.05,0,1,0,1,0,0,2000,1
The Care Bears Movie (1985),50%,57%,0,76,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,50,50,62.5,0,1,0,0,0,1,1985,1
Mary and The Witch's Flower,87%,71%,1,102,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,90,90,86.4,2,1,0,0,0,1,2018,0
Faust (1994),78%,91%,0,95,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,85,72.5,78,0,1,0,0,0,1,1994,1
Batman: Bad Blood2016,100%,63%,1,106,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90,100,60.8,0,0,0,0,0,0,NA,NA
Resident Evil: Damnation2012,100%,70%,1,100,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,100,85,69.15,0,0,0,0,0,0,NA,NA
Batman & Mr. Freeze: Subzero1998,92%,67%,1,70,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,92,92,79,2,1,1,0,0,0,1998,1
A Bug's Life,92%,72%,1,96,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,89,94,53.25,2,1,0,0,1,0,1998,1
Anomalisa,92%,70%,1,96,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,91,91,68.5,0,1,0,0,0,1,2015,0
Four Horsemen (2012),71%,78%,0,97,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,71,71,71,0,1,1,0,0,0,2012,0
Titan A.E. (2000),51%,60%,0,95,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,62,51,61.55,3,1,0,1,0,0,2000,1
The Toe Tactic2009,44%,38%,1,85,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,44,44,64.85,1,1,0,0,0,1,2009,0
Kronk's New Groove2005,0%,42%,0,75,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,45,46.65,0,1,0,0,0,1,2005,1
A Goofy Movie1995,44%,70%,0,78,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,44,44,54.85,0,1,1,0,0,0,1995,1
Antz (1998),94%,52%,1,83,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,67.5,88,62.65,2,1,0,0,1,0,1998,1
Brave Little Toaster to the Rescue (1999),40%,45%,0,74,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,40,40,54.2,0,1,1,0,0,0,1999,1
Sleeping Beauty1959,90%,80%,1,75,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,88,93,91.7,2,1,0,0,0,1,1959,1
Renaissance2006,49%,59%,0,105,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,49,49,67.45,2,1,0,0,1,0,2006,1
The Black Cauldron1985,57%,48%,1,82,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,73,73,58.5,0,1,0,0,0,1,1985,1
Superman Unbound2013,100%,75%,1,75,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,100,33.5,43,0,0,0,0,0,0,NA,NA
Mickey's Once Upon a Christmas1999,40%,66%,0,72,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,36.5,63,49.65,0,0,0,0,0,0,NA,NA
Justice League: War (2014),50%,79%,0,72,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,90,57,42.2,0,0,0,0,0,0,NA,NA
All Dogs Go To Heaven (1989),55%,62%,0,85,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,62,37.5,49,0,1,0,0,0,1,1989,1
Batman: Mask Of The Phantasm1993,82%,88%,0,80,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,82,82,67.5,0,1,0,0,0,1,1993,1
Green Lantern: First Flight2009,50%,70%,0,77,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,72.5,83,54.45,0,1,0,1,0,0,2009,1
Anastasia,85%,77%,1,94,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,62,85,56.7,0,1,0,0,1,0,1997,1
The Road to El Dorado,48%,65%,0,89,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,48,48,62.15,2,1,1,0,0,0,2000,1
Long Way North (Tout en haut du monde),96%,77%,1,81,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,96,96,81.55,0,1,0,0,1,0,2016,0
The Fox and the Hound1981,73%,78%,0,83,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,73,78,66.4,0,1,0,1,0,0,1981,1
Son of Bigfoot (2018),75%,40%,1,92,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,73.5,34,72.25,0,1,1,0,0,0,2018,0
Zarafa2015,79%,65%,1,78,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,80,80,77.8,2,1,0,1,0,0,2015,0
The Snowman1982,80%,91%,0,26,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,80,83,74.3,0,1,0,0,0,1,1982,1
Ratchet & Clank,18%,42%,0,94,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,17.5,17.5,52.05,3,1,1,0,0,0,2016,1
The Land Before Time III: The Time of Great Giving (1995),60%,39%,1,71,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,60,60,48.65,0,1,0,1,0,0,1995,1
Paddington 2,100%,88%,1,105,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,99,99,66,3,1,0,0,0,1,2018,1
Bling (2016),40%,32%,1,82,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,40,28,42.85,0,1,1,0,0,0,2016,0
Brother Bear 22006,50%,56%,0,73,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,33,35,38.7,1,1,0,1,0,0,2006,1
The Little Vampire 3D2017,14%,54%,0,82,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,47.5,14,59.8,0,0,0,0,0,0,NA,NA
The Incredible Mr. Limpet1964,40%,60%,0,102,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,70,75,59.05,0,1,0,0,0,1,1964,1
Quest For Camelot1998,35%,59%,0,86,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,35,35,42.05,0,1,1,0,0,0,1998,1
Hotel Transylvania 22015,55%,64%,0,89,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55,44.5,43,3,1,0,0,1,0,2015,1
"South Park: Bigger, Longer & Uncut",81%,88%,0,80,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,63,63,73.9,3,1,0,1,0,0,1999,1
Toy Story of Terror!2013,93%,84%,1,22,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,93.5,94,65.4,0,1,0,0,1,0,2013,0
Once Upon a Forest1993,22%,69%,0,71,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,22,22,42.15,0,1,0,1,0,0,1993,1
Scooby-Doo on Zombie Island1998,86%,77%,1,75,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,86,86,0,0,1,0,0,1,0,1998,1
ritsu uchgun Oneamisu no tsubasa (Royal Space Force - Wings of Honneamise) (1987),100%,80%,1,121,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,100,63,100,2,1,0,1,0,0,1987,1
Yella2008,81%,52%,1,89,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,92,92,80,0,1,1,0,0,0,2008,0
I Was a Male War Bride1949,79%,71%,1,105,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,89.5,88,87.7,0,1,0,1,0,0,1949,1
The Story of Us1999,28%,58%,0,94,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,56,36,49.1,3,1,0,0,1,0,1999,1
House of Dark Shadows (1970),43%,70%,0,97,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,86,71.5,55.35,0,1,0,0,1,0,1970,1
Sunrise: A Song of Two Humans (1927),98%,92%,1,110,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,94,98,95.55,0,1,0,0,1,0,1927,0
Camille1936,92%,83%,1,108,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,92,89,84.5,0,1,0,0,0,1,1936,1
A Man and a Woman1966,77%,87%,0,102,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,77,57.5,79,0,1,0,0,0,1,1966,1
Bravetown2015,25%,48%,0,112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,25,45.5,39.25,2,1,1,0,0,0,2015,1
The Lords of Flatbush (1974),67%,42%,1,86,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,67,67,44.25,0,1,0,0,0,1,1974,1
Mr. Wrong1996,7%,25%,0,96,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,58.5,42.5,51.6,0,1,0,0,0,1,1996,1
The Sterile Cuckoo (Pookie)1969,88%,63%,1,108,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,84,82,81.4,0,1,0,0,1,0,1969,1
Bram Stoker's Dracula (1992),72%,79%,0,130,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,72,63,61.6,0,1,0,0,1,0,1992,1
Revenge1990,38%,54%,0,123,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,54,62,61.8,0,1,0,0,0,1,1990,1
Carousel (1956),83%,61%,1,128,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,82.5,75,70.1,0,1,0,0,0,1,1956,1
My Brilliant Career1979,82%,68%,1,101,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,82.5,82,70.55,1,1,0,1,0,0,1979,1
Waterloo Bridge1940,80%,89%,0,109,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,88,90.5,81.95,0,1,1,0,0,0,1940,1
Mr. Jones1993,46%,51%,0,114,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,46.5,68,53.25,0,1,0,0,1,0,1993,1
Yanks (1979),71%,63%,1,139,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,72,82,67.8,0,1,0,0,1,0,1979,1
Malena2000,54%,84%,0,91,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,61.5,61.5,53.8,2,1,0,0,0,1,2000,0
Waiting For Dublin2007,7%,22%,0,83,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,7,34.7,2,1,0,1,0,0,2007,1
Desk Set1957,100%,83%,1,104,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,80,75,89.2,0,1,1,0,0,0,1957,1
Level Five2014,100%,55%,1,106,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,96,96,91.25,1,1,0,1,0,0,2014,0
The Edge of Love2008,36%,43%,0,111,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,44,50.5,53.4,1,1,1,0,0,0,2008,1
A Novel Romance (2011),0%,23%,0,92,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,21.4,1,1,0,0,1,0,2011,0
Miss Julie (1999),39%,52%,0,103,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,46.5,39,57.45,0,1,0,0,0,1,1999,1
The Parent Trap1961,89%,74%,1,127,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,86,86,78.7,0,1,0,1,0,0,1961,1
Random Hearts1999,15%,24%,0,133,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,74,57,59.9,3,1,0,0,1,0,1999,1
For Roseanna (1997),38%,81%,0,97,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,18,38,46.5,0,1,0,1,0,0,1997,1
The Strawberry Blonde1941,100%,75%,1,99,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,95,81.5,89.2,0,1,0,0,0,1,1941,0
The Pink Panther1963,90%,78%,1,113,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,76,76,77.65,0,1,1,0,0,0,1963,1
Learning To Drive2015,67%,59%,1,105,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,67,67,61.55,2,1,0,1,0,0,2015,0
The Uninvited1944,94%,80%,1,99,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,94,94,90.3,0,1,0,0,0,1,1944,1
It Could Happen to You1994,71%,54%,1,102,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,69,75,52.8,0,1,0,1,0,0,1994,1
Cocktail1988,5%,58%,0,103,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,51,40.5,63.8,0,1,0,1,0,0,1988,1
Dracula1979,64%,58%,1,110,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,65,60.5,56.9,0,1,0,1,0,0,1979,1
In a Lonely Place1950,97%,89%,1,93,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,87.5,96,90,0,1,1,0,0,0,1950,1
Sliver (1993),11%,28%,0,106,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,73,37.5,40,0,1,1,0,0,0,1993,1
"Moscow, Belgium (Aanrijding in Moscou) (2008)",92%,80%,1,102,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,92,92,63.75,1,1,0,0,0,1,2008,0
Crossing Delancey (1988),91%,78%,1,97,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,73,91,75,0,1,0,0,0,1,1988,1
Five Dances2013,50%,56%,0,83,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,50,50,57.5,2,1,0,0,1,0,2013,0
Loggerheads2005,74%,65%,1,90,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,74,74,48.45,2,1,0,0,0,1,2005,1
L'Atalante1934,100%,89%,1,82,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,96.5,96.5,99.25,0,1,0,0,0,1,1934,1
The Solid Gold Cadillac1956,100%,67%,1,99,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,77,100,95.3,0,1,0,1,0,0,1956,1
She's All That1999,39%,55%,0,95,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,14.5,39,21.6,0,1,0,0,0,1,1999,1
The Man from Snowy River1982,82%,89%,0,102,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,66,82,75.75,0,1,0,0,1,0,1982,1
Here Comes Mr. Jordan (1941),100%,83%,1,93,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,100,94,89.8,0,1,0,0,0,1,1941,1
Burning Blue (2014),25%,48%,0,104,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,25,25,50.05,2,1,0,1,0,0,2014,0
The Disorderly Orderly (1964),60%,66%,0,90,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,61.5,61.5,64.3,0,1,0,0,0,1,1964,0
Charlotte Gray2002,33%,63%,0,121,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,82.5,48,68.8,3,1,0,0,0,1,2002,0
Catching Feelings (2018),100%,58%,1,124,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,58.5,58.5,79.25,0,1,1,0,0,0,2018,0
Hipsters2011,81%,91%,0,125,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,81,75,81,1,1,0,0,1,0,2011,0
Jump Tomorrow (2001),81%,88%,0,95,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,57.5,57.5,75.2,3,1,0,0,0,1,2001,1
In Your Eyes (2014),61%,68%,0,105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34,79,63.6,1,0,0,0,0,0,NA,NA
Love's Kitchen2011,19%,29%,0,93,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,19,19,38.4,2,1,0,1,0,0,2011,1
Giant1956,95%,87%,1,197,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,93,93.5,73.9,0,1,0,0,1,0,1956,1
She's Gotta Have It (1986),90%,72%,1,85,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,80,80,79.8,0,1,0,1,0,0,1986,1
Roxanne1987,89%,63%,1,107,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,75,64.5,54.1,0,1,0,1,0,0,1987,1
Firelight1997,50%,82%,0,103,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,60,63,51.4,0,1,0,0,1,0,1997,1
Mannequin 2: On the Move1991,13%,41%,0,98,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,15,58,30.8,0,0,0,0,0,0,NA,NA
Disobedience,85%,77%,1,114,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,96.5,96.5,60.9,0,1,1,0,0,0,2018,0
The Last Face,5%,34%,0,130,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,75.5,44,49.55,0,1,0,1,0,0,2017,0
Top Hat (1935),100%,91%,1,99,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,94,83,88.85,0,1,0,0,1,0,1935,1
One From the Heart (1982),50%,62%,0,101,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,72,72,66.8,3,1,0,0,0,1,1982,1
Cat People (1942),93%,73%,1,73,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,100,93,88.9,0,1,0,0,0,1,1942,0
Comes A Bright Day (2012),29%,34%,0,91,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,45.5,63,55.75,2,0,0,0,0,0,NA,NA
The Lost Weekend1945,100%,90%,1,100,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,94,94,86,0,1,0,0,1,0,1945,1
I Will Follow You Into The Dark2013,11%,21%,0,112,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,11,11,28.8,1,1,0,0,1,0,2013,0
All I Wish (A Little Something for Your Birthday),15%,50%,0,94,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,15,15,43.85,0,1,1,0,0,0,2018,0
The Manxman (1929),90%,45%,1,98,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,91,90,91.1,0,1,0,0,0,1,1929,1
The Shop Around the Corner1940,100%,91%,1,97,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,91.5,92,93.6,0,1,0,0,0,1,1940,0
Lovesick (1983),40%,27%,1,96,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,51,51,53.55,0,1,0,0,0,1,1983,1
Look Who's Talking1989,59%,47%,1,93,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38,38,42.65,0,1,0,0,1,0,1989,1
Solomon and Sheba1959,20%,56%,0,139,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,87,77.5,65.3,0,0,0,0,0,0,NA,NA
Accidental Love2015,9%,14%,0,100,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,88.5,9,48.4,2,1,1,0,0,0,2015,0
Funny Lady1975,44%,55%,0,136,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,69,85,59.6,0,1,1,0,0,0,1975,1
Desert Hearts1986,92%,75%,1,96,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,92,67.5,59.5,0,1,1,0,0,0,1986,1
And God Created Woman (1988),38%,30%,1,100,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,64,38,46.4,0,1,0,0,0,1,1988,1
Good Advice2001,29%,48%,0,92,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,21,63,38.1,0,1,0,0,0,1,2001,1
Untamed Heart1993,54%,76%,0,102,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,61.5,54,51.9,0,1,0,0,0,1,1993,1
1 Night (One Night)2017,20%,61%,0,80,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,20,42.7,0,1,0,0,0,1,2017,0
Runaway Bride (1999),45%,53%,0,109,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,42,29,58.65,3,1,0,1,0,0,1999,1
Calvin Marshall2010,56%,41%,1,93,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,69,69,57.75,1,1,0,1,0,0,2010,0
"I Love You, Alice B. Toklas1968",14%,56%,0,94,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,53,73,69.85,0,1,0,0,1,0,1968,1
Two Ninas (2000),67%,49%,1,88,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,67,67,57.9,0,1,0,0,0,1,2000,1
Hit By Lightning2014,11%,19%,0,90,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,40,40,31.4,2,1,0,0,1,0,2014,0
The Lady Eve1941,100%,87%,1,94,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,95,95,93.8,0,1,0,0,0,1,1941,1
A Thousand Years of Good Prayers (2008),79%,54%,1,83,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,64,79,59.5,3,1,0,0,1,0,2008,0
84 Charing Cross Road1987,87%,81%,1,100,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,69.5,74,59.15,0,1,0,0,0,1,1987,0
Imitation of Life1934,100%,85%,1,111,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,95,100,89.3,0,1,0,0,1,0,1934,1
Say Anything...,98%,85%,1,100,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,72.5,72.5,58.75,0,1,1,0,0,0,1989,1
Out of Africa1985,57%,83%,0,161,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,74,57,72.15,0,1,0,0,0,1,1985,1
Siberia,11%,16%,0,97,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,39.5,48,43,0,1,0,1,0,0,2018,0
Two Night Stand (2014),40%,45%,0,86,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,65,63.5,40.8,1,1,0,0,1,0,2014,0
Oklahoma!1955,92%,76%,1,145,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,90,80,70.1,0,0,0,0,0,0,NA,NA
The Umbrellas of Cherbourg (Les Parapluies de Cherbourg)1964,98%,87%,1,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,88,88,85.95,0,1,0,0,0,1,1964,0
Heavy Trip (Hevi reissu),91%,86%,1,91,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,91,91,91,2,1,0,0,1,0,2018,0
August (1996),14%,48%,0,93,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,56.5,71,59.6,0,1,1,0,0,0,1996,1
Down to You2000,3%,49%,0,91,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3,38.45,2,1,0,0,0,1,2000,1
Bob Funk (2009),17%,23%,0,110,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,17,17,45.3,1,1,0,0,0,1,2009,1
Simply Irresistible (1999),13%,54%,0,95,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,47.5,47,35.95,0,1,0,0,0,1,1999,1
Scenes from a Mall1991,32%,25%,1,87,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,73,73,58.3,0,1,0,0,0,1,1991,1
A Case of You2013,47%,26%,1,91,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,43,42,44.9,3,1,0,0,1,0,2013,0
Dolphins (2000),88%,65%,1,40,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,86.5,86.5,54.1,1,1,0,0,1,0,2000,0
Mr. Lucky1943,100%,71%,1,100,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,91,80,91.1,0,1,0,0,0,1,1943,1
The Accidental Tourist1988,80%,60%,1,121,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,65,80,67,0,1,0,0,0,1,1988,1
The Run of the Country (1995),43%,75%,0,109,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,62,79,65,0,1,0,1,0,0,1995,1
Daydream Nation2011,68%,50%,1,98,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,68,68,53.9,2,1,1,0,0,0,2011,0
The Awful Truth1937,92%,87%,1,90,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,86,96,89.15,0,1,0,0,1,0,1937,1
Grand Hotel1932,86%,77%,1,102,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,86,93,89,0,1,0,0,0,1,1932,0
The Accidental Husband (2009),6%,36%,0,91,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,54,6,50.35,1,1,0,0,1,0,2009,1
Eye of the Beholder2000,9%,32%,0,101,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,28,28,57.5,0,1,0,0,0,1,2000,1
Swinging With The Finkels (2011),0%,20%,0,82,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,10.5,10.5,46.8,1,1,0,1,0,0,2011,0
Working Girl1988,85%,67%,1,115,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,79.5,48.5,62.5,0,1,0,0,0,1,1988,1
Pal Joey1957,78%,61%,1,111,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,87,78,80.8,0,1,0,0,1,0,1957,1
Shadows of Forgotten Ancestors (Tini zabutykh predkiv) (1967),100%,89%,1,99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,96.5,63,100,0,1,1,0,0,0,1967,1
