name,critic_score,audience_score,Y,runtime,rating_G,rating_NR,rating_PG,rating_PG13,rating_R,rating_NC17,genre_action,genre_animation,genre_foreign,genre_classics,genre_comedy,genre_documentary,genre_drama,genre_horror,genre_family,genre_mystery,genre_romance,genre_fantasy,director_score,writer_score,actor_score,studio_score,in_theater,theater_spring,theater_summer,theater_fall,theater_winter,theater_year,is_wide
The Pack (2016),50%,16%,1,99,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,50,50,58.25,0,1,0,0,0,1,2016,0
Stray Dogs (2014),88%,52%,1,134,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,83.5,63,88,2,1,0,0,1,0,2014,0
La Graine et le Mulet (The Secret of the Grain) (Couscous)2007,92%,76%,1,151,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84,84,89.15,3,1,0,0,1,0,2007,1
The Little Girl Who Lives Down the Lane1976,90%,76%,1,92,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,90,90,67.9,0,1,0,0,0,1,1976,1
Julia2009,74%,67%,1,95,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,89.5,89.5,76.4,0,1,1,0,0,0,2009,1
First Name - Carmen (1983),88%,60%,1,95,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,84,94,78.9,0,1,0,0,0,1,1983,1
House of Fools2003,41%,82%,0,104,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,70.5,70.5,48,2,1,1,0,0,0,2003,0
Chan Is Missing1982,100%,75%,1,80,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,64,64,80.9,0,1,0,1,0,0,1982,1
Incident In a Ghost Land (Ghostland),44%,53%,0,91,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50.5,50.5,53.3,0,1,0,1,0,0,2018,0
I'm All Right Jack (1960),83%,77%,1,101,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,89,83,67.85,0,1,1,0,0,0,1960,1
In Search of Memory (Auf der Suche nach dem Gedchtnis) (2009),89%,71%,1,95,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,89,89,89,1,1,0,1,0,0,2009,1
The Two of Us (Le vieil homme et l'enfant)1967,100%,93%,1,95,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,82,82,93.55,0,1,0,1,0,0,1967,0
Beautiful People2000,80%,86%,0,109,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,80,80,76.8,0,1,0,0,0,1,2000,0
"Aguirre, the Wrath of God (Aguirre, der Zorn Gottes)1972",98%,91%,1,90,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,88.5,88.5,85.8,0,1,0,0,0,1,1972,1
Wasabi2001,43%,69%,0,94,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,30,45,47.4,3,1,0,0,1,0,2001,1
Posse1993,29%,47%,0,109,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,31,40,38,0,1,1,0,0,0,1993,1
The Disenchanted (1990),100%,44%,1,78,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,71.5,71.5,85.6,0,1,0,0,0,1,1990,1
American Gun2006,39%,44%,0,95,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,39,28,57.5,3,1,1,0,0,0,2006,1
The Nameless (Los sin nombre)2005,20%,42%,0,102,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,57,57,42.1,0,1,0,0,1,0,2005,1
Armour of God (Long xiong hu di) (Operation Condor 2) (1987),78%,62%,1,100,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,60,63,67.25,0,1,0,0,0,1,1987,1
Sin noticias de Dios (Don't Tempt Me) (2003),38%,67%,0,115,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,38,39,50.55,0,1,0,1,0,0,2003,1
Nicky's Family2013,64%,86%,0,96,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,64,64,64,1,1,0,1,0,0,2013,0
The Italian2007,91%,70%,1,99,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,91,91,91,3,1,0,0,0,1,2007,0
On the Outs (2005),94%,84%,1,83,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,92,92,92,1,1,0,1,0,0,2005,1
Dear Diary (Caro diario) (1994),62%,86%,0,100,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,71.5,71.5,68.25,0,1,0,0,1,0,1994,1
A Simple Curve (2005),63%,58%,1,92,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63,63,54.05,0,1,0,0,1,0,2005,1
Kannathil Muthamittal (A Peck on the Cheek) (2002),83%,93%,0,135,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,77,63,82.1,0,1,0,0,0,1,2002,1
The Million Dollar Hotel2000,25%,68%,0,122,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,82,27,50.5,1,1,0,0,0,1,2000,1
The Returned2014,58%,37%,1,98,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,58,67,45,0,1,0,0,0,1,2014,0
Howling II (1985),27%,15%,1,91,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,23.5,63,56.55,0,1,0,1,0,0,1985,1
"Csillagosok, katonk (The Red and The White)1967",92%,86%,1,92,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92,92,92.8,0,1,0,0,1,0,1967,1
Le Feu follet (A Time to Live and a Time to Die) (The Fire Within) (1963),82%,90%,0,104,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90,63,85.5,0,1,0,0,1,0,1963,1
After Lucia2012,83%,76%,1,93,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75,75,83,1,0,0,0,0,0,NA,NA
Eyes Without a Face1962,98%,87%,1,84,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,93,98,87.9,0,1,0,0,1,0,1962,1
Killing Ground,75%,44%,1,89,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,75,75,75,0,1,0,1,0,0,2017,0
Gypsy 83 (2001),54%,78%,0,94,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,47,47,50,1,1,0,1,0,0,2001,1
Le Petit Lieutenant (2006),78%,63%,1,110,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,86,86,79.15,2,1,0,0,1,0,2006,0
Cry Freedom1987,82%,88%,0,157,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82.5,63,67.5,0,1,0,0,1,0,1987,1
The War Within (2005),72%,64%,1,100,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,72,72,65.45,3,1,0,0,1,0,2005,1
Muriel ou Le Temps d'un Retour (The Time of Return) (1963),91%,79%,1,115,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,87,91,81.8,0,1,0,0,1,0,1963,1
River2016,85%,53%,1,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,82,82,55.75,0,1,0,1,0,0,2016,0
For My Father (Sof Shavua B'Tel Aviv) (2010),40%,80%,0,98,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,40,50.55,2,1,0,0,0,1,2010,1
Of Unknown Origin1983,50%,41%,1,88,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,29,20,52.2,0,1,0,0,1,0,1983,1
Funny Games1998,66%,83%,0,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72,72,62.95,0,1,1,0,0,0,1998,1
Touching Wild Horses2002,0%,69%,0,91,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,29.5,0,1,0,0,1,0,2002,1
The Color of Lies (Au coeur du mensonge) (1999),100%,58%,1,108,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,84.5,84.5,80.5,0,1,0,0,0,1,1999,1
The Apprenticeship of Duddy Kravitz1974,100%,72%,1,120,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,70,100,72.7,0,1,0,0,0,1,1974,1
Lisa And The Devil (Lisa e il diavolo) (The Devil in the House of Exorcism) (1973),62%,50%,1,93,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,62,62,41.95,0,1,0,0,0,1,1973,1
La sindrome di Stendhal (The Stendhal Syndrome) (1996),75%,51%,1,119,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,62,62,58.3,0,1,0,0,0,1,1996,1
Jerichow (2008),88%,58%,1,89,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92,92,72.4,0,1,0,0,1,0,2008,1
Accattone (The Procurer) (The Scrounger) (1961),100%,88%,1,116,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84.5,84.5,89.6,0,1,0,1,0,0,1961,1
The Big Feast (La Grande Bouffe) (1973),64%,82%,0,130,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,69.5,69.5,80.1,0,1,1,0,0,0,1973,0
No One Knows About Persian Cats (Les Chats Persans)2010,95%,76%,1,106,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,90.5,90.5,95,3,1,1,0,0,0,2010,1
Guys and Balls (2006),38%,72%,0,106,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,44,38,59.5,2,1,1,0,0,0,2006,0
Antarctica: Ice & Sky (La glace et le ciel),89%,50%,1,89,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,92,92,89,2,1,0,0,0,1,2017,0
6ixtynin9 (2000),94%,79%,1,111,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,92,92,94,0,1,0,0,1,0,2000,1
Samaritan Girl (Samaria) (2004),50%,75%,0,96,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,76,76,50,0,1,0,0,0,1,2004,1
Pusher III: I'm the Angel of Death2005,92%,82%,1,107,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,71,71,84,1,1,0,0,1,0,2005,0
Smile2005,15%,65%,0,107,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,15,15,39.25,1,1,1,0,0,0,2005,1
Wilby Wonderful (2005),71%,65%,1,91,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,71,63,64.3,0,1,1,0,0,0,2005,1
Return of the Blind Dead (El Ataque de los muertos sin ojos) (Return of the Evil Dead) (1972),14%,51%,0,85,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,35.5,63,40.55,2,0,0,0,0,0,NA,NA
La Bte Humaine (Judas Was a Woman)(The Human Beast) (1938),93%,82%,1,90,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,98,98,93.9,0,1,0,0,0,1,1938,1
An Awfully Big Adventure (1995),38%,56%,0,113,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,78,50,58,0,1,0,1,0,0,1995,1
The Road to Love (2001),40%,53%,0,69,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,40,40,0,1,0,0,0,1,2001,1
Caesar Must Die2013,92%,73%,1,76,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,75,92,92,2,1,0,0,0,1,2013,0
Burma VJ: Reporter i et Lukket Land (Burma VJ: Reporting from a Closed Country)2008,97%,90%,1,85,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,97,97,0,2,1,0,0,1,0,2008,1
The Lady in the Car with Glasses and a Gun (La dame dans l'auto avec un fusil et des lunettes),80%,46%,1,93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,76,80,70,0,1,0,0,0,1,2015,0
The Color of Paradise (2000),87%,96%,0,85,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,87.5,87.5,87,0,1,1,0,0,0,2000,0
True Stories (1986),76%,84%,0,90,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,71,48,63.7,0,1,0,0,1,0,1986,0
L'Avventura1960,95%,88%,1,145,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,88,88,85.9,0,1,0,1,0,0,1960,1
The Mambo Kings1992,81%,69%,1,85,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,81,75.5,50.4,0,1,0,0,0,1,1992,1
The Sailor Who Fell From Grace With the Sea (1976),67%,52%,1,104,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,67,67,65,0,1,0,0,0,1,1976,1
La Novia Ensangrentada (The Blood Spattered Bride) (Blood Castle) (1972),100%,40%,1,82,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,100,100,70.35,0,1,0,0,1,0,1972,1
Police Story: Lockdown (2015),13%,33%,0,110,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,76,76,54.75,0,1,0,1,0,0,2015,0
Fascination2005,4%,23%,0,103,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,4,36.5,44,2,1,0,0,0,1,2005,1
Severed Ways: The Norse Discovery of America (2009),32%,38%,0,109,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,66,32,42.2,3,1,1,0,0,0,2009,1
Adam's Apples (2007),70%,90%,0,94,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,71,71,68,1,1,1,0,0,0,2007,0
Eid milad Laila (Laila's Birthday) (2008),80%,65%,1,72,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,90,90,80.3,2,1,0,0,1,0,2008,1
The Name of the Rose (Der Name der Rose)1986,74%,85%,0,130,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,68,78,59.8,0,1,0,0,1,0,1986,0
The Queen of Spain (La reina de Espaa),29%,35%,0,128,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,87,87,48.3,0,1,0,1,0,0,2017,0
Shutter2004,58%,77%,0,95,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,47,47,58,0,1,0,0,0,1,2004,0
Your Friends & Neighbors1998,77%,64%,1,91,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,62,62,48.9,0,1,0,1,0,0,1998,1
Krrish2006,100%,72%,1,172,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,76,56,79.9,1,1,0,1,0,0,2006,1
A Perfect Day (2016),72%,56%,1,106,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,72.5,72.5,61.4,0,1,0,0,0,1,2016,0
From Beijing with Love (1994),50%,87%,0,89,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,74,74,65.3,0,1,0,0,0,1,1994,1
Lorna's Silence2008,86%,69%,1,105,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,87,87,64.2,0,1,1,0,0,0,2008,1
Hannah Takes the Stairs2007,59%,45%,1,83,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,73.5,73.5,77.3,2,1,0,1,0,0,2007,1
Palio (2015),95%,82%,1,91,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,95,95,0,0,1,0,0,1,0,2015,0
Rivers and Tides: Andy Goldsworthy Working With Time (2002),99%,89%,1,90,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,97,97,99,1,1,0,0,0,1,2002,1
Playtime1973,100%,89%,1,145,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,100,100,0,1,0,1,0,0,1973,1
Three Worlds (2013),38%,46%,0,100,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68,68,63.9,2,1,0,1,0,0,2013,0
The Jewish Cardinal2014,86%,71%,1,96,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52,86,74,2,1,1,0,0,0,2014,0
7 Days (Les 7 jours du talion)2010,85%,68%,1,110,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,85,85,88.75,0,1,0,0,0,1,2010,1
Bruiser (2000),67%,30%,1,96,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,69.5,69.5,58,1,1,0,0,0,1,2000,1
Whisky (2004),100%,76%,1,99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,63,98.2,1,1,0,0,1,0,2004,0
Dark Water2002,80%,65%,1,100,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,44,80,67.15,0,1,0,0,0,1,2002,0
Nosferatu: Phantom der Nacht (Nosferatu the Vampyre)1979,94%,83%,1,107,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88.5,88.5,82.7,3,1,0,0,0,1,1979,1
Men at Work (2006),100%,80%,1,75,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,99.5,63,100,0,1,1,0,0,0,2006,1
Shanghai Triad (Yao a yao yao dao waipo qiao)1995,87%,71%,1,107,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,87,87,79.95,0,1,0,0,0,1,1995,1
Finding Altamira (Altamira)2016,69%,45%,1,93,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69,69,59,0,1,0,0,1,0,2016,0
The Vanishing (Spoorloos)1988,98%,88%,1,120,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,63.5,63.5,71.25,0,1,0,0,1,0,1988,0
Triumph des Willens (Triumph Of The Will)1935,87%,75%,1,115,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,87,63,87.8,0,1,1,0,0,0,1935,1
Oligarkh (Tycoon) (Tycoon: A New Russian) (2003),44%,68%,0,128,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,63,44,47.25,0,1,0,1,0,0,2003,1
Skins2002,59%,84%,0,87,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,71,59,54.7,1,1,0,0,1,0,2002,0
Girls Can't Swim2002,71%,33%,1,97,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,71,71,70.2,1,1,1,0,0,0,2002,0
Octane (Pulse) (2004),17%,22%,0,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17.5,63,44.8,0,1,0,1,0,0,2004,1
Georgia (1995),80%,66%,1,117,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,77.5,72,63.8,0,1,0,0,0,1,1995,1
Le Deuxime souffle (Second Breath) (1966),100%,93%,1,150,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,96.5,63,94.1,0,1,0,0,1,0,1966,1
Newcastle (2008),61%,51%,1,107,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50.5,50.5,21.1,1,1,0,0,0,1,2008,1
A Great Wall (1986),71%,57%,1,103,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,85.5,85.5,66.85,0,1,1,0,0,0,1986,1
Trigger2011,83%,64%,1,78,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,81.5,63,67.6,0,1,0,0,1,0,2011,0
The Escape,78%,54%,1,102,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,86,86,62.95,0,1,1,0,0,0,2018,0
Ip Man 3,78%,72%,1,105,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,78,81.5,68.3,0,1,0,0,0,1,2016,0
California Dreamin' (Nesfarsit) (Endless)2007,89%,82%,1,155,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,89,89,62.6,1,1,1,0,0,0,2007,1
Escanaba in da Moonlight (2000),50%,79%,0,92,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,53.5,53.5,52.85,0,1,0,0,1,0,2000,0
Double Vision (2002),60%,44%,1,110,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,60.5,60.5,59.35,2,1,0,0,0,1,2002,1
The Convent (O Convento) (1995),38%,30%,1,90,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,76,76,74.7,0,1,0,0,0,1,1995,1
Sleeping Giant,87%,76%,1,89,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,87,87,87,0,1,1,0,0,0,2015,0
Dmoni (Demons)1985,60%,65%,0,89,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,60,60,62.8,0,1,0,0,1,0,1985,1
"What's New, Pussycat? (1965)",29%,56%,0,108,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,29,75,71.35,0,1,0,1,0,0,1965,0
Marebito (2005),38%,50%,0,92,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,56,38,57.95,1,1,0,0,0,1,2005,1
Archipelago2014,95%,58%,1,114,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88,88,86.5,2,1,0,1,0,0,2014,0
Police Story 2 (Ging chaat goo si juk jaap) (Police Force II) (1988),88%,77%,1,92,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,60,63,65.5,0,1,0,1,0,0,1988,1
Morlang2003,56%,47%,1,95,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56,56,50.75,2,1,0,0,0,1,2003,1
Return of the Secaucus Seven (1980),81%,74%,1,114,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,80,80,75.2,0,1,0,0,1,0,1980,1
Quai des Orfvres (Quay of the Goldsmiths) (Jenny Lamour)1948,100%,89%,1,106,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,97.5,97.5,91.6,0,1,1,0,0,0,1948,0
La Ciudad (The City) (1998),83%,100%,0,88,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,76.5,76.5,83,0,1,0,0,1,0,1998,0
Iran: A Cinematographic Revolution (2007),80%,87%,0,98,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80,80,82,0,0,0,0,0,0,NA,NA
The Steps (2015),33%,41%,0,98,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,72,33,47,0,0,0,0,0,0,NA,NA
My Father's Glory (La Gloria de Mon Pere)1990,100%,88%,1,110,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92.5,100,83.4,0,1,0,1,0,0,1990,1
Intimate Enemies (2007),57%,65%,0,110,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,57,57,74.55,0,1,0,0,1,0,2007,1
Ragnarok2014,69%,43%,1,96,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69,76,79.15,3,1,0,1,0,0,2014,0
Going Places (Les valseuses) (1974),78%,86%,0,118,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,79,79,78.2,0,1,0,0,0,1,1974,1
Open City1946,100%,92%,1,103,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100,100,94,0,1,0,0,0,1,1946,1
Blame It on the Bellboy1992,19%,41%,0,79,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63,63,46.55,0,1,1,0,0,0,1992,1
Fados2009,96%,82%,1,88,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,96,96,96,1,1,1,0,0,0,2009,1
Polanski (Polanski Unauthorized) (2009),0%,38%,0,95,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,17,15.2,1,1,0,0,0,1,2009,1
La Haine1996,100%,95%,1,97,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,71,71,72.3,0,1,0,0,0,1,1996,1
Kabluey2007,84%,64%,1,86,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,84,84,59.55,1,1,0,1,0,0,2007,1
Britannia Hospital (1982),60%,54%,1,116,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,74.5,82,73.55,0,1,0,0,0,1,2001,1
Acts of Worship (2003),63%,72%,0,95,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,63,63,76.1,0,1,0,0,1,0,2003,1
A Private Function (1985),86%,63%,1,96,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,59.5,86,80.9,0,1,1,0,0,0,1985,0
Deep Red (Profondo rosso)1975,96%,86%,1,98,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,62,62,69.6,0,1,1,0,0,0,1975,1
All Roads Lead to Rome,0%,16%,0,90,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35.5,0,38.8,0,1,1,0,0,0,2008,0
Cavite (2006),73%,54%,1,80,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,73,73,73,1,1,1,0,0,0,2006,1
Initial D (2005),33%,72%,0,108,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,66,66,49.2,1,1,0,0,1,0,2005,1
Munyurangabo (2009),92%,60%,1,97,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65,65,92,2,1,1,0,0,0,2009,0
33 Postcards2013,27%,42%,0,97,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,48,59,50.4,2,1,1,0,0,0,2013,0
Aileen: Life and Death of a Serial Killer (2004),86%,74%,1,89,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,81,63,78.4,1,1,0,0,0,1,2004,0
Life is a Bed of Roses (1983),75%,44%,1,111,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,87,63,73,0,1,0,0,0,1,1983,1
Shattered (1991),31%,56%,0,98,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,31,63,0,0,1,0,0,1,0,1991,1
I Vitelloni1953,100%,90%,1,104,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,90.5,90.5,96.3,0,1,0,0,1,0,1953,0
The Riot Club (Posh) (2015),65%,43%,1,107,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,86.5,65,52,3,1,1,0,0,0,2015,0
Ellie Parker (2005),50%,43%,1,95,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,61,61,62.4,2,1,0,0,1,0,2005,1
Red Trousers: The Life of the Hong Kong Stuntmen (2003),24%,31%,0,90,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,28.5,28.5,52.2,1,1,1,0,0,0,2003,1
All the Queen's Men (2001),7%,50%,0,99,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,59,39,2,1,0,0,1,0,2001,1
The Windmill (The Windmill Massacre),44%,23%,1,85,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,44,53.5,48.05,0,1,0,0,1,0,2016,0
Baara2009,55%,50%,1,150,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,61.5,61.5,59.65,0,1,0,0,1,0,2009,1
Betty (1992),89%,61%,1,103,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,89,89,0,0,1,0,0,0,1,1992,1
